frame,u,v,type
179,414.06462001800537,560.9418604532877,real
180,560.1689924240112,262.70409367879233,real
181,550.4669385910034,280.17516733805337,real
182,408.3726146697998,445.4429677327474,real
183,208.53844413757324,605.7588090684678,real
185,386.34594306945803,467.33189951578777,real
186,376.58690280914306,464.69378128051756,real
187,372.1963109435237,467.8261300854901,predicted
188,422.42092044063395,462.7930147396038,fixed
189,472.6455299377442,457.75989939371743,real
190,472.85565147399905,457.71477864583335,real
191,460.079691696167,482.7545738220215,real
192,451.15650329589846,482.7301549275716,real
193,443.6069984436035,482.8946856180827,real
194,437.2625864064568,487.34286592275095,predicted
195,422.88639736175537,490.3130218505859,real
196,422.8681148529053,490.27894897460936,real
197,413.4683589935303,494.86897837320964,real
198,407.0664797108452,498.29086809324247,predicted
199,432.9539316177368,439.4033955891927,real
200,450.0034830093384,401.451357099745,real
201,317.3950481414795,414.98821818033855,real
202,319.9260637283325,415.2311336941189,real
203,299.29570388793945,416.3265078226725,real
204,300.7016576766968,419.8802571614583,real
205,509.22256622314455,284.3546443939209,real
206,520.597444152832,267.6572745429145,real
207,301.5626670837402,436.5207270304362,real
208,304.00676827069066,428.50418505343595,predicted
209,310.9562438964844,447.5513559977214,real
210,308.77680587768555,442.8581787109375,real
211,311.60582466125487,445.1552756415473,real
212,315.46674423217775,447.7290512084961,real
213,570.5557491302491,209.3204066382514,real
214,570.5191331863404,209.3810408698188,real
215,572.2316178447697,210.1982078982908,predicted
216,583.76417427063,204.34389101664226,real
217,589.5531600952148,202.53188514709473,real
218,593.7295166015625,202.75168100992838,real
219,599.4145111083984,205.27219619750977,real
220,599.4093505859375,205.3049784342448,real
221,603.788665008545,206.70088221232095,real
222,607.9255027770996,210.43563079833984,real
223,611.4226442118415,212.1751430464894,predicted
224,614.5700715031093,214.1636207364907,predicted
225,45.2337087392807,605.7299675835503,real
226,48.06639330142161,607.9425141712181,predicted
227,207.83874349594117,605.7931916978624,real
228,207.73396282196046,605.8621978759766,real
229,209.49026331413444,607.6976505609648,predicted
230,45.06754288673401,605.7138604058159,real
231,629.4792057037354,162.09577051798502,real
232,629.5091842651367,162.13768187628853,real
233,631.283113861084,155.00941251118977,real
234,632.7828567504883,146.19121884240045,real
235,635.794259262085,140.72576605478923,real
236,637.7511837005616,135.6111692428589,real
237,638.4694129943848,131.03214899698892,real
238,638.4594314575196,131.01149876912436,real
239,639.8302970886231,128.08745231628419,real
240,642.8631225585938,131.91543668111166,real
241,645.6858604431153,138.0240322113037,real
242,649.0388420104981,142.6825644387139,real
243,651.8923393249512,150.68479016621907,real
244,651.7928295135498,150.66762466430663,real
245,656.371469116211,158.938995997111,real
246,659.1877223968506,169.05889828999838,real
247,611.1293724060059,106.02271826002332,real
248,618.3009029388428,174.14966990152993,real
249,672.8232147216797,208.69806039598254,real
250,672.9090763092041,208.80911560058593,real
251,677.6705070495606,223.98842697143556,real
252,553.8144710540772,507.46251983642577,real
253,207.73156929016113,605.8254748874241,real
254,207.9652696609497,605.8121554904513,real
255,208.09788999557495,605.8412034776476,real
256,208.05091905593872,605.8350772433811,real
257,602.2032302856445,465.1946009318034,real
258,612.7850852966309,464.5468032836914,real
259,724.0604125976563,389.70655721028646,real
260,730.6800727844238,424.61958770751954,real
261,738.6516540527344,459.6554870605469,real
262,738.6097587585449,459.67871856689453,real
263,747.1174232482911,493.86131608751083,real
264,752.5846912384034,495.624983215332,real
265,757.4334434509277,494.42689141167534,real
266,762.4031284332276,494.5099741617839,real
267,767.3599800109863,495.7347391764323,real
268,767.3783134460449,495.79183705647785,real
269,770.9377159118652,498.60192006429037,real
270,725.206591796875,476.0743111504449,real
271,723.0242679595948,454.0453364054362,real
272,710.2636539459229,443.68924713134766,real
273,703.5826446533204,451.78744049072264,real
274,703.4941349029541,451.70401357014975,real
275,697.8961047463927,449.27344695108985,predicted
276,672.437329864502,303.7244290669759,real
277,658.2372695922852,281.98443705240885,real
278,644.903056716919,264.5504305521647,real
279,757.7063060760498,473.5873697916667,real
280,748.9535259092083,464.1223663335088,predicted
281,741.0760237590509,456.0267798878334,predicted
282,208.32682027816773,605.9381218804253,real
283,208.0181565284729,605.9355406019423,real
284,44.35663317441941,605.6363876342773,real
285,580.8424697875977,203.46860529581704,real
286,580.8596828460694,203.46979268391928,real
287,572.6131340026856,199.8077845255534,real
288,567.917197955185,196.74273436688927,predicted
289,782.5532371520997,456.5971194797092,real
290,776.9999717712402,445.55034891764325,real
291,766.0756210327148,445.4808609008789,real
292,542.7373077392579,194.6596224890815,real
293,536.7889228820801,196.68032472398545,real
294,530.140608215332,199.6213990105523,real
295,523.6053497314454,203.91513205634223,real
296,517.6958724975586,207.1285656399197,real
297,511.97727891715556,208.97653120806712,predicted
298,506.8305446947929,211.06261688606642,predicted
299,506.24256820678715,218.8234952290853,real
300,502.8413719949371,222.65608302550663,predicted
301,930.5981357574464,155.0135511610243,real
302,927.5370591667813,158.88579684447018,predicted
303,490.8016399383545,197.29451412624783,real
304,490.80418624877933,197.1637809753418,real
305,488.5062599182129,185.90558649698892,real
306,484.05666732788086,175.3583019256592,real
307,483.75504837036135,166.16863216824,real
308,477.9320777893067,158.92355995178224,real
309,476.0503204345703,151.89873962402345,real
310,476.0554979324341,151.90675879584418,real
311,472.7567527770996,145.5455464469062,real
312,470.77134361267093,140.19135106404622,real
313,480.2645999908448,140.51732781728109,real
314,487.73286056518555,140.42560208638508,real
315,496.34307346343996,140.22335891723634,real
316,500.6397366854131,139.0290703771335,predicted
317,503.64522972106937,139.84947363535562,real
318,570.4209135055543,487.78374752468534,real
319,573.9392944550244,487.67577129080723,predicted
320,535.6963180541992,498.3062604268392,real
321,537.1666934967042,146.3639881134033,real
322,529.0576698666475,149.58911181945538,predicted
323,545.4712303161622,149.97578180101183,real
324,554.5010921478272,152.6479815165202,real
325,556.4652383464801,155.28775228725723,predicted
326,570.2003860473633,161.45232662624784,real
327,575.1462880317531,165.2027339500063,predicted
328,582.2369055362624,169.31717190155751,fixed
329,589.3275230407716,173.4316098531087,real
330,593.7788348267222,177.229893111158,predicted
331,604.7586164032293,186.47184626210162,fixed
332,615.7383979797363,195.71379941304525,real
333,623.9044155120849,203.21065813700358,real
334,623.9070636749268,203.37299474080405,real
335,633.1663650512695,212.92275284661187,real
336,643.3605018615723,222.68890813191732,real
337,650.9690811157227,232.45749842325847,real
338,660.6434650421143,245.22705726623536,fixed
339,670.3178489685059,257.99661610921225,real
340,670.3694541931153,257.93595606486,real
341,679.1844074249268,269.21392313639325,real
342,690.6500358581543,284.32384974161783,real
343,700.6095726013184,299.213799794515,fixed
344,710.5691093444824,314.10374984741213,real
345,719.2395679473877,330.5788285997179,real
346,719.2577995300293,330.6348079257541,real
347,730.1348907470704,344.3429110209147,real
348,737.0191635131836,342.0116551717122,real
349,743.0720489501954,336.7705757141113,real
350,749.8045955657959,333.6634908040364,real
351,756.2098903656006,331.3913118150499,real
352,756.2319244384765,331.5836514790853,real
353,762.781170654297,329.015847269694,real
354,767.0682746887207,328.8642401801215,real
355,777.2147785186768,328.68656217787003,real
356,781.587642288208,329.729828898112,real
357,788.6623111724854,331.52490158081054,real
358,788.1797344207764,331.41786456637914,real
359,795.2529773712158,335.64360673692494,real
360,801.6268676757812,340.42824732462566,real
361,808.096533203125,345.43761401706274,real
362,815.8831504821777,352.4607737223307,real
363,821.9361717224122,358.1480185614692,real
364,821.9909683227539,358.0994216918945,real
365,828.8797565460205,366.9567862616645,real
366,835.2130756378174,375.324052090115,real
367,842.0477462768555,386.7517161051432,real
368,847.362771023957,394.0401261105297,predicted
369,848.950793838501,372.0220462375217,real
370,849.1317855834961,371.96732313368057,real
371,817.6875679016114,335.935669793023,real
372,809.044507598877,317.70952055189343,real
373,800.7044242858886,301.02683817545574,real
374,790.9911666870117,286.17413597106935,real
375,782.9910667419434,272.79601491292317,real
376,782.925915145874,272.7004559834798,real
377,774.2799011230469,260.1800335354275,real
378,768.2652720841404,250.92659159982855,predicted
379,758.1764568328857,239.7344580332438,real
380,751.4964660644531,232.1600835164388,real
381,744.9365592956543,224.5108777364095,real
382,744.9471519470216,224.52368087768554,real
383,738.0790397644043,219.51380653381347,real
384,731.2673538208008,213.71158294677736,real
385,725.1358383178712,208.39296188354493,real
386,718.8723899841309,206.12208213806153,real
387,876.0625831604004,318.8409981621636,real
388,876.0544349670411,318.83482030232744,real
389,877.1513854980469,315.1114465501573,real
390,877.7777778625489,314.7531306796604,real
391,876.8818840026856,315.38814239501954,real
392,871.8413097381592,316.6997932434082,real
393,863.252808380127,316.51561041937936,real
394,684.9283065795898,203.47146191067165,real
395,678.9832489013672,206.21249571906196,real
396,674.592900466919,207.34152971903484,real
397,668.1276824951173,208.22137569851344,real
398,663.4278943651764,209.29229134777535,predicted
399,659.1980850482296,210.6790320987777,predicted
400,655.3912566629775,212.3500154413465,predicted
401,651.9651111162506,214.27681711632505,predicted
402,650.4808685302735,218.35473505655924,real
403,647.9216513376217,221.09257462232566,predicted
404,645.6183558642351,223.97954689818206,predicted
405,611.3565032958985,193.9010191599528,real
406,600.654726954214,188.0215258710871,predicted
407,603.9359775543213,193.52953876919216,real
408,781.6723834991456,337.02042626274954,real
409,585.2946086883545,195.43778330485026,real
410,577.3838333129883,199.4964823404948,real
411,567.4371299743652,202.50795669555663,real
412,567.4725746154785,202.49437917073567,real
413,558.5873262405396,206.3868438720703,real
414,549.8295970916748,210.5490693834093,real
415,540.453980255127,216.16098391215007,real
416,634.8456398010254,286.61597340901693,real
417,627.7940055027786,289.9730693289917,predicted
418,208.45818443298342,605.9247680664063,real
419,208.34139366149904,605.8812993367513,real
420,208.27738790512086,605.857551574707,real
421,208.26623506546022,605.8071650187175,real
422,208.15362873077393,605.8117080688477,real
423,207.92147312164306,605.7945339626737,real
424,470.59086112976075,275.52677523295085,real
425,551.9754238128662,316.6463091532389,real
426,545.4330356597901,318.66318249172633,real
427,439.82002372741704,314.76109822591144,real
428,428.40201129913333,330.1431432088216,real
429,417.9498313903809,345.34467078314884,real
430,417.9324995040894,345.34105699327256,real
431,503.74606361389164,342.9080815633138,real
432,396.57348747253417,380.0356252882216,real
433,543.4125892639161,298.81654103597003,real
434,382.4985528945923,375.64592030843096,real
435,376.2589210510254,371.90699005126953,real
436,376.2456293106079,371.90551011827256,real
437,369.0711450576782,368.627991994222,real
438,363.0062410354614,366.5966807047526,real
439,356.6081098556519,365.16365814208984,real
440,350.18033962249757,365.13319905598956,real
441,343.47926540374755,365.77679782443573,real
442,343.4978534698486,365.7125411987305,real
443,337.3043437957764,368.3370130750868,real
444,330.1379737854004,370.82677663167317,real
445,323.724259185791,373.3971277025011,real
446,317.5391523361206,379.3255844116211,real
447,310.218832397461,386.13979822794596,real
448,310.2184759140015,386.09441935221355,real
449,303.2708679199219,395.9390024820963,real
450,296.9019344329834,402.3514144897461,real
451,290.22988815307616,412.57348378499347,real
452,283.583712387085,423.1073715209961,real
453,276.6170325279236,434.7641153971354,real
454,276.6040718078613,434.76845194498696,real
455,270.72051601409913,436.77395044962566,real
456,264.2601190567017,434.3993807474772,real
457,259.1676000595093,430.21239217122394,real
458,254.71588554382325,429.47955000135636,real
459,276.308190536499,309.5400494893392,real
460,276.3072229385376,309.37536392211916,real
461,242.93140811920168,428.86193610297306,real
462,236.70644302368166,431.4271418253581,real
463,231.03968009948733,435.62202911376954,real
464,226.78024322558406,437.72759151104725,predicted
465,220.23963174819949,444.97472381591797,real
