frame,u,v
82,758.5118408203125,646.357177734375
83,729.83935546875,687.8760375976562
84,705.8265686035156,687.5959777832031
85,683.7650146484375,683.101318359375
86,683.7110595703125,683.1179809570312
87,659.6180419921875,681.3426818847656
88,637.449462890625,683.7265930175781
89,613.5140380859375,690.32275390625
90,588.6408386230469,695.036865234375
91,565.1940307617188,709.0203247070312
92,565.3264465332031,709.0397338867188
93,540.2027587890625,720.610107421875
94,517.57958984375,736.0138549804688
95,492.21112060546875,755.7045593261719
96,473.1180364379883,768.1167627563476
97,1015.4877319335938,307.2080383300781
98,1108.4263154307862,225.5915893482666
99,634.5020446777344,607.1983642578125
100,679.594482421875,563.8576354980469
101,692.5726348338889,546.9230866763528
102,758.6924438476562,494.9879150390625
103,793.26416015625,471.270263671875
104,793.224609375,471.3152160644531
105,728.2449973983756,523.7215348209535
106,663.9151815415174,576.0037903898889
107,884.7057495117188,414.2331848144531
108,907.6375122070312,402.74871826171875
109,930.4906311035156,396.02105712890625
110,930.3973388671875,396.04371643066406
111,953.5296630859375,389.7374267578125
112,1010.8733304317327,353.2566867586614
113,991.9212036132812,380.5412292480469
114,1075.78173828125,256.12256622314453
115,1111.2221069335938,247.9939956665039
116,1111.1971435546875,248.3100128173828
117,1135.641458748345,226.68192602178505
118,1054.2329711914062,371.54034423828125
119,1057.9782056534775,379.84286960477436
120,1075.87109375,329.61769104003906
121,1086.911641165236,322.5732916378162
122,1097.8417831063196,315.9993362296156
123,1094.892578125,298.77008056640625
124,1088.744797089677,312.9491838217986
125,1112.7160034179688,275.52630615234375
126,1121.7579956054688,266.0965576171875
127,1126.274658203125,260.2629089355469
128,1126.3001098632812,260.2605743408203
129,1124.1198120117188,260.426513671875
130,1122.4676513671875,261.0776672363281
131,1121.4114990234375,265.0530090332031
132,1118.9553833007812,271.21795654296875
133,1116.7241821289062,279.6030578613281
134,1116.7636108398438,279.6234436035156
135,1113.217041015625,289.3441467285156
136,1111.7130126953125,300.5439758300781
137,1109.4319458007812,316.7458190917969
138,1109.8985595703125,330.07069396972656
139,1106.4740600585938,349.9571228027344
140,1106.4490356445312,349.87005615234375
141,881.770751953125,824.6709594726562
142,898.9470825195312,821.8040771484375
143,857.2710795898438,922.2056122436524
144,816.0118366894532,1022.003131987915
145,1098.4066162109375,481.0047912597656
146,1098.439453125,480.9764099121094
147,1098.2569580078125,516.2239227294922
148,1113.0561053100976,509.922575453551
149,1096.9508056640625,594.9612121582031
150,1097.5391235351562,637.1002197265625
151,1098.3341674804688,685.9652404785156
152,1098.3519287109375,685.9447631835938
153,1098.09423828125,736.4487609863281
154,1095.1317886095383,781.700945721818
155,1098.3052368164062,809.5111083984375
156,1097.1099853515625,805.49267578125
157,1095.4852294921875,803.1522216796875
158,1095.279052734375,803.5178833007812
159,1094.4544067382812,803.766357421875
160,1093.6827392578125,807.0457763671875
161,1092.5538940429688,810.6844482421875
162,1091.5247192382812,820.265625
163,1089.2589111328125,827.7520751953125
164,1089.1721801757812,827.6900024414062
165,1102.2030029296875,750.419677734375
166,1111.4830322265625,685.2078552246094
167,1122.0756225585938,633.7856140136719
168,935.7410888671875,740.1513061523438
169,925.497802734375,743.320556640625
170,925.6268310546875,743.1077270507812
171,916.9508056640625,748.3230285644531
172,904.8927612304688,750.507080078125
173,904.3335571289062,747.8147888183594
174,898.3632202148438,744.4954528808594
175,892.9905728759766,745.1280823364258
176,847.1731567382812,835.4425659179688
177,838.194580078125,789.3088989257812
178,823.664631585205,797.6988406251221
179,809.2799825772144,806.4048829074695
180,795.0391800593036,815.4238647669935
181,892.2405395507812,726.6123657226562
182,892.2273559570312,726.7073059082031
183,893.8526000976562,727.3306274414062
184,896.2518310546875,727.3758850097656
185,900.3193359375,725.1741943359375
186,899.1770324707031,727.1482849121094
187,899.6038513183594,724.1262817382812
188,899.575927734375,724.1450805664062
189,901.6182861328125,721.2295532226562
190,1199.51513671875,276.99900817871094
191,1258.7559052734375,188.66032131958008
192,1202.433837890625,273.81239318847656
193,899.3263549804688,725.4446411132812
194,899.0300903320312,725.5898742675781
195,887.1923423525391,743.767003418518
196,892.0570678710938,740.5037841796875
197,893.9708251953125,743.8821716308594
198,824.0872534397832,850.6170264206065
199,899.1405029296875,750.4406433105469
200,855.2692439149562,820.4804640144607
201,811.8366974903721,890.2198865113355
202,768.8384765300339,959.6619147832415
203,1210.0921630859375,319.5056915283203
204,1313.604415625486,173.37139493864848
205,1416.081545639639,29.098441314873384
214,1282.851806640625,317.08497619628906
215,1360.0432312587593,227.94325734858674
216,1320.076416015625,319.96632385253906
217,1388.3911955629449,249.69128958190777
218,1456.0228273147916,180.5190056539828
219,927.4509887695312,777.189697265625
220,890.7296203346943,824.3865392187669
221,854.3754655842058,871.5114127523773
222,87.36706733703613,1066.7708129882812
231,797.2717895507812,990.2850952148438
233,882.5619506835938,901.8793029785156
234,732.2378540039062,885.5146179199219
235,603.3973828790454,1006.8280494822009
238,1283.156005859375,323.8466491699219
239,1285.5662231445312,332.70616149902344
240,1548.3200692771377,163.74130105481916
241,1296.6744995117188,357.7181091308594
242,1296.64453125,357.6944580078125
243,1301.0550537109375,371.1072692871094
244,1305.3217163085938,385.2712097167969
245,1257.685265443283,431.28831507303056
246,1301.8763427734375,313.764892578125
247,1262.5125021970364,334.7581768392053
248,1223.5423000263993,355.9415282576748
249,1321.734130859375,457.563720703125
250,1326.08203125,481.2658996582031
251,1327.2299194335938,502.2007598876953
252,1331.3955078125,526.6634216308594
253,1336.6652221679688,555.5011291503906
254,1336.6554565429688,555.5637817382812
255,1341.0082397460938,581.6806640625
256,1345.90087890625,611.8504943847656
257,1350.3649291992188,645.241943359375
258,1354.1630859375,678.3887939453125
259,1358.8182373046875,715.0738525390625
260,1358.8399658203125,715.0846557617188
261,1362.7781982421875,751.7523498535156
262,1366.546875,791.662353515625
263,1371.4213256835938,833.3675537109375
264,1374.2862548828125,864.0460205078125
265,1377.407958984375,859.4269409179688
266,1377.4828491210938,859.5223388671875
267,1379.911376953125,858.5015258789062
268,1382.2684936523438,858.7327880859375
269,1384.1895751953125,861.3972473144531
270,1387.1200561523438,866.2058715820312
271,1389.8990478515625,873.5667114257812
272,1389.9575805664062,873.6175231933594
273,1391.7088623046875,882.3641967773438
274,1393.5780552978515,887.4432156982422
275,1261.2757568359375,823.3447875976562
276,1352.7940063476562,743.4460144042969
277,1335.78125,684.7100830078125
278,1335.7792358398438,684.7493591308594
279,1319.4463500976562,638.807373046875
280,1306.811279296875,594.9690856933594
281,1292.827392578125,560.8245849609375
282,1280.9210815429688,526.6768798828125
283,1269.763916015625,501.107421875
284,1269.870849609375,501.1258239746094
285,1259.4356689453125,478.2904968261719
286,1250.951171875,460.8791198730469
287,1242.6596801757812,441.48991778564454
288,1230.6727294921875,433.2129364013672
289,1222.3652711425782,418.9461376053467
290,1214.140887376465,405.2220067972864
291,1205.9987474480126,392.03511729730667
292,1072.90185546875,426.925048828125
293,1040.4503312816607,424.6292091607534
294,1008.3233223364423,422.75632789005556
295,1141.52978515625,392.5137634277344
296,1141.426025390625,392.4828643798828
297,1187.0894165039062,415.45166015625
298,1179.9860229492188,413.970703125
299,1160.2589111328125,395.9689636230469
300,1145.6984252929688,381.49237060546875
301,1153.1084594726562,413.6704559326172
302,1152.9432373046875,413.6443786621094
303,1146.1822938232422,413.6865369262695
304,1326.114501953125,914.6607971191406
305,1073.6759033203125,332.29486083984375
306,1056.0216064453125,326.794677734375
307,1038.1415405273438,319.2585144042969
308,1038.1322021484375,319.2550354003906
309,1016.7382839968262,300.9575980982666
310,995.558305026731,283.2431351691638
311,1114.567626953125,807.2091064453125
312,1096.8367919921875,809.1800537109375
313,1109.8522795793167,911.133678145197
314,1122.7376122905746,1012.4677663351139
315,929.9033203125,306.2646789550781
316,910.9487915039062,308.6139678955078
317,893.2591552734375,309.96202087402344
318,867.8755612032047,275.40139314399875
319,856.4617309570312,326.20843505859375
320,856.5225219726562,326.1650085449219
321,835.0263061523438,330.7506408691406
322,821.5884704589844,342.8558349609375
323,799.00927734375,353.83453369140625
324,1008.1365356445312,855.3429565429688
325,1061.3784790039062,856.2130737304688
326,1061.1920166015625,855.3599853515625
327,743.9133911132812,396.1666259765625
328,724.6166076660156,411.4725036621094
329,707.4347534179688,428.64935302734375
330,647.8958005371094,344.56401953125
331,667.3360595703125,470.5442199707031
332,667.2359619140625,470.571533203125
333,648.83935546875,494.1903991699219
334,631.0875549316406,516.0703125
335,613.3828430175781,540.044677734375
336,847.177001953125,761.1259460449219
337,826.5613403320312,756.7206726074219
338,826.2919921875,756.7637329101562
339,806.943603515625,754.4000854492188
340,570.82763671875,518.2323303222656
341,785.885009765625,725.0513305664062
342,832.4371948242188,589.8846740722656
343,548.5147094726562,486.409423828125
344,548.4430236816406,486.4637145996094
345,540.833251953125,480.7057800292969
346,534.0257263183594,475.22540283203125
347,526.5441284179688,473.0549011230469
348,520.2796020507812,473.8691711425781
349,512.42578125,471.8712158203125
350,512.4542541503906,471.6539001464844
351,506.4796447753906,471.8880615234375
352,498.7939453125,474.3227233886719
353,491.66436767578125,478.3493957519531
354,485.5263671875,486.1057434082031
355,478.1971435546875,491.5278625488281
356,478.21046447753906,491.45274353027344
357,472.41314697265625,500.4322814941406
358,466.0983123779297,512.2750854492188
359,460.1205139160156,523.2738342285156
360,452.37982177734375,539.1815490722656
361,447.9507751464844,553.324462890625
362,447.93212890625,553.2869567871094
363,438.4062194824219,546.769287109375
364,430.7391815185547,537.3330688476562
365,424.379150390625,531.760986328125
366,412.0689697265625,520.9690246582031
367,405.7337951660156,517.307373046875
368,405.6858215332031,517.3010559082031
